fur_color,height,weight,eye_color,prehistoric
grey,218 cm,226 kg,green,FALSE
white,183 cm,208 kg,green,TRUE
white,255 cm,204 kg,brown,TRUE
red,292 cm,229 kg,blue,TRUE
red,200 cm,278 kg,blue,TRUE
dark grey,256 cm,265 kg,blue,TRUE
calico,261 cm,254 kg,brown,TRUE
black,295 cm,229 kg,black,TRUE
white,222 cm,154 kg,brown,TRUE
white,222 cm,231 kg,black,TRUE
red,202 cm,101 kg,brown,FALSE
orange,188 cm,279 kg,brown,TRUE
calico,217 cm,225 kg,black,FALSE
calico,229 cm,156 kg,brown,TRUE
grey,259 cm,120 kg,green,TRUE
black,168 cm,89 kg,green,FALSE
brown,242 cm,98 kg,black,TRUE
white,290 cm,161 kg,green,TRUE
dark grey,183 cm,256 kg,brown,TRUE
dark grey,207 cm,223 kg,black,FALSE
orange,213 cm,85 kg,black,FALSE
grey,182 cm,101 kg,green,FALSE
white,273 cm,244 kg,black,TRUE
dark grey,209 cm,86 kg,brown,FALSE
brown,296 cm,85 kg,brown,TRUE
red,205 cm,147 kg,black,FALSE
calico,271 cm,255 kg,black,TRUE
dark grey,183 cm,229 kg,blue,FALSE
grey,215 cm,122 kg,blue,FALSE
white,278 cm,251 kg,brown,TRUE
grey,257 cm,197 kg,green,TRUE
brown,234 cm,270 kg,blue,TRUE
calico,295 cm,215 kg,brown,TRUE
grey,295 cm,64 kg,brown,TRUE
dark grey,271 cm,277 kg,brown,TRUE
calico,226 cm,201 kg,brown,TRUE
grey,199 cm,202 kg,brown,FALSE
brown,162 cm,263 kg,blue,TRUE
calico,249 cm,239 kg,black,TRUE
red,176 cm,82 kg,brown,FALSE
white,199 cm,109 kg,black,TRUE
grey,174 cm,132 kg,black,FALSE
orange,188 cm,177 kg,brown,FALSE
white,299 cm,152 kg,blue,TRUE
black,289 cm,190 kg,green,TRUE
red,278 cm,254 kg,brown,TRUE
orange,227 cm,212 kg,blue,TRUE
orange,297 cm,160 kg,black,TRUE
orange,165 cm,62 kg,brown,FALSE
orange,265 cm,151 kg,blue,TRUE
calico,226 cm,259 kg,blue,TRUE
calico,272 cm,143 kg,black,TRUE
orange,172 cm,239 kg,green,FALSE
black,188 cm,279 kg,blue,TRUE
dark grey,207 cm,227 kg,brown,FALSE
dark grey,179 cm,267 kg,green,TRUE
brown,226 cm,168 kg,blue,TRUE
white,218 cm,97 kg,brown,TRUE
grey,195 cm,184 kg,blue,FALSE
dark grey,223 cm,119 kg,green,TRUE
dark grey,267 cm,126 kg,brown,TRUE
dark grey,242 cm,105 kg,blue,TRUE
black,295 cm,96 kg,blue,TRUE
red,214 cm,72 kg,brown,FALSE
calico,282 cm,125 kg,brown,TRUE
orange,275 cm,129 kg,brown,TRUE
grey,299 cm,143 kg,brown,TRUE
dark grey,204 cm,130 kg,blue,FALSE
dark grey,225 cm,61 kg,blue,TRUE
grey,278 cm,157 kg,brown,TRUE
grey,238 cm,138 kg,brown,TRUE
black,264 cm,87 kg,blue,TRUE
black,171 cm,99 kg,brown,FALSE
white,173 cm,92 kg,black,TRUE
brown,219 cm,152 kg,black,FALSE
red,196 cm,218 kg,black,FALSE
red,219 cm,232 kg,green,FALSE
red,262 cm,151 kg,blue,TRUE
calico,233 cm,247 kg,black,TRUE
dark grey,247 cm,114 kg,black,TRUE
calico,184 cm,160 kg,blue,FALSE
black,212 cm,134 kg,blue,FALSE
calico,166 cm,91 kg,black,FALSE
brown,207 cm,232 kg,green,FALSE
black,211 cm,208 kg,brown,FALSE
orange,266 cm,62 kg,blue,TRUE
brown,296 cm,197 kg,brown,TRUE
grey,227 cm,179 kg,green,TRUE
red,254 cm,258 kg,green,TRUE
calico,189 cm,128 kg,green,FALSE
orange,282 cm,278 kg,blue,TRUE
white,290 cm,263 kg,black,TRUE
dark grey,279 cm,88 kg,black,TRUE
calico,231 cm,97 kg,blue,TRUE
white,237 cm,103 kg,black,TRUE
grey,163 cm,252 kg,brown,TRUE
grey,287 cm,142 kg,brown,TRUE
grey,253 cm,215 kg,brown,TRUE
brown,211 cm,73 kg,blue,FALSE
grey,189 cm,103 kg,blue,FALSE
white,223 cm,181 kg,green,TRUE
red,256 cm,171 kg,black,TRUE
dark grey,254 cm,208 kg,brown,TRUE
red,196 cm,240 kg,brown,FALSE
dark grey,281 cm,273 kg,brown,TRUE
brown,169 cm,175 kg,green,FALSE
brown,269 cm,222 kg,brown,TRUE
black,230 cm,65 kg,blue,TRUE
grey,209 cm,141 kg,blue,FALSE
grey,224 cm,232 kg,green,TRUE
grey,165 cm,128 kg,green,FALSE
brown,273 cm,240 kg,blue,TRUE
white,227 cm,244 kg,black,TRUE
black,200 cm,170 kg,brown,FALSE
red,248 cm,89 kg,black,TRUE
black,220 cm,212 kg,blue,TRUE
dark grey,225 cm,114 kg,blue,TRUE
grey,209 cm,115 kg,brown,FALSE
red,284 cm,119 kg,green,TRUE
dark grey,187 cm,90 kg,green,FALSE
brown,189 cm,211 kg,blue,FALSE
white,205 cm,232 kg,green,TRUE
red,219 cm,175 kg,blue,FALSE
orange,175 cm,172 kg,green,FALSE
black,293 cm,192 kg,black,TRUE
orange,292 cm,211 kg,brown,TRUE
red,266 cm,197 kg,black,TRUE
grey,178 cm,268 kg,blue,TRUE
red,214 cm,138 kg,brown,FALSE
grey,204 cm,77 kg,brown,FALSE
orange,235 cm,163 kg,green,TRUE
orange,251 cm,143 kg,green,TRUE
calico,197 cm,220 kg,brown,FALSE
brown,205 cm,167 kg,green,FALSE
calico,252 cm,191 kg,green,TRUE
orange,279 cm,78 kg,black,TRUE
brown,300 cm,208 kg,black,TRUE
white,211 cm,239 kg,green,TRUE
orange,285 cm,60 kg,brown,TRUE
red,279 cm,254 kg,black,TRUE
red,262 cm,88 kg,blue,TRUE
dark grey,180 cm,62 kg,black,FALSE
white,206 cm,137 kg,green,TRUE
orange,167 cm,173 kg,black,FALSE
orange,266 cm,99 kg,green,TRUE
dark grey,270 cm,241 kg,green,TRUE
orange,283 cm,213 kg,blue,TRUE
brown,227 cm,63 kg,black,TRUE
white,252 cm,96 kg,brown,TRUE
brown,189 cm,153 kg,green,FALSE
white,263 cm,176 kg,brown,TRUE
orange,251 cm,182 kg,green,TRUE
calico,240 cm,257 kg,black,TRUE
white,277 cm,77 kg,brown,TRUE
orange,299 cm,177 kg,brown,TRUE
orange,168 cm,243 kg,green,TRUE
calico,290 cm,108 kg,blue,TRUE
grey,187 cm,229 kg,green,FALSE
red,189 cm,144 kg,blue,FALSE
orange,268 cm,98 kg,black,TRUE
black,168 cm,275 kg,blue,TRUE
calico,160 cm,265 kg,green,TRUE
calico,285 cm,140 kg,green,TRUE
red,225 cm,252 kg,blue,TRUE
brown,298 cm,257 kg,green,TRUE
white,230 cm,263 kg,blue,TRUE
calico,236 cm,72 kg,green,TRUE
brown,168 cm,190 kg,green,FALSE
brown,169 cm,266 kg,brown,TRUE
white,209 cm,203 kg,black,TRUE
calico,233 cm,155 kg,blue,TRUE
white,278 cm,99 kg,blue,TRUE
calico,226 cm,74 kg,green,TRUE
calico,280 cm,228 kg,brown,TRUE
black,278 cm,273 kg,black,TRUE
calico,227 cm,127 kg,brown,TRUE
calico,298 cm,153 kg,green,TRUE
dark grey,199 cm,265 kg,black,TRUE
black,228 cm,223 kg,brown,TRUE
black,298 cm,165 kg,blue,TRUE
black,296 cm,212 kg,blue,TRUE
white,162 cm,279 kg,brown,TRUE
calico,215 cm,149 kg,brown,FALSE
orange,195 cm,222 kg,brown,FALSE
white,246 cm,70 kg,blue,TRUE
white,224 cm,180 kg,blue,TRUE
dark grey,188 cm,257 kg,black,TRUE
dark grey,245 cm,174 kg,blue,TRUE
dark grey,288 cm,244 kg,brown,TRUE
brown,271 cm,171 kg,black,TRUE
orange,211 cm,68 kg,green,FALSE
calico,161 cm,129 kg,black,FALSE
black,273 cm,183 kg,black,TRUE
calico,215 cm,161 kg,brown,FALSE
grey,235 cm,151 kg,brown,TRUE
dark grey,191 cm,150 kg,black,FALSE
brown,206 cm,253 kg,brown,TRUE
brown,199 cm,152 kg,black,FALSE
white,198 cm,190 kg,black,TRUE
orange,234 cm,173 kg,black,TRUE
orange,234 cm,62 kg,black,TRUE
white,278 cm,120 kg,black,TRUE
brown,266 cm,269 kg,black,TRUE
orange,160 cm,253 kg,brown,TRUE
calico,179 cm,161 kg,green,FALSE
black,265 cm,96 kg,blue,TRUE
orange,256 cm,92 kg,brown,TRUE
grey,264 cm,247 kg,green,TRUE
calico,283 cm,104 kg,blue,TRUE
red,200 cm,203 kg,green,FALSE
dark grey,197 cm,97 kg,brown,FALSE
orange,180 cm,72 kg,black,FALSE
white,273 cm,156 kg,brown,TRUE
red,240 cm,88 kg,green,TRUE
grey,180 cm,200 kg,green,FALSE
grey,273 cm,279 kg,green,TRUE
red,171 cm,203 kg,blue,FALSE
grey,217 cm,148 kg,black,FALSE
black,221 cm,227 kg,black,TRUE
white,275 cm,160 kg,green,TRUE
white,248 cm,168 kg,green,TRUE
orange,172 cm,276 kg,brown,TRUE
brown,162 cm,174 kg,brown,FALSE
grey,235 cm,91 kg,black,TRUE
white,220 cm,90 kg,green,TRUE
red,251 cm,112 kg,green,TRUE
calico,254 cm,122 kg,green,TRUE
dark grey,262 cm,137 kg,blue,TRUE
dark grey,264 cm,238 kg,blue,TRUE
dark grey,276 cm,222 kg,blue,TRUE
black,236 cm,272 kg,brown,TRUE
grey,164 cm,188 kg,green,FALSE
orange,253 cm,60 kg,brown,TRUE
red,259 cm,269 kg,green,TRUE
white,282 cm,276 kg,brown,TRUE
dark grey,238 cm,233 kg,blue,TRUE
brown,221 cm,212 kg,green,TRUE
calico,166 cm,66 kg,brown,FALSE
red,215 cm,145 kg,green,FALSE
orange,244 cm,180 kg,green,TRUE
brown,169 cm,210 kg,black,FALSE
red,284 cm,150 kg,black,TRUE
black,167 cm,105 kg,blue,FALSE
calico,201 cm,111 kg,black,FALSE
calico,188 cm,185 kg,green,FALSE
calico,167 cm,60 kg,black,FALSE
grey,283 cm,189 kg,brown,TRUE
red,196 cm,270 kg,blue,TRUE
orange,258 cm,96 kg,brown,TRUE
red,271 cm,75 kg,brown,TRUE
grey,234 cm,279 kg,green,TRUE
calico,170 cm,233 kg,green,FALSE
black,229 cm,202 kg,brown,TRUE
brown,282 cm,81 kg,brown,TRUE
dark grey,243 cm,170 kg,brown,TRUE
calico,230 cm,248 kg,blue,TRUE
orange,263 cm,199 kg,blue,TRUE
orange,289 cm,98 kg,blue,TRUE
brown,257 cm,255 kg,black,TRUE
dark grey,236 cm,266 kg,black,TRUE
red,241 cm,168 kg,brown,TRUE
black,160 cm,107 kg,brown,FALSE
dark grey,212 cm,201 kg,green,FALSE
calico,284 cm,258 kg,green,TRUE
black,231 cm,178 kg,green,TRUE
calico,243 cm,280 kg,black,TRUE
black,200 cm,247 kg,black,TRUE
orange,182 cm,126 kg,blue,FALSE
white,199 cm,164 kg,blue,TRUE
red,257 cm,236 kg,green,TRUE
brown,251 cm,273 kg,brown,TRUE
red,257 cm,213 kg,brown,TRUE
calico,292 cm,167 kg,black,TRUE
black,282 cm,280 kg,green,TRUE
brown,160 cm,262 kg,blue,TRUE
red,186 cm,272 kg,green,TRUE
white,175 cm,71 kg,green,TRUE
grey,194 cm,224 kg,blue,FALSE
black,208 cm,223 kg,green,FALSE
red,226 cm,85 kg,blue,TRUE
red,280 cm,61 kg,brown,TRUE
red,206 cm,146 kg,blue,FALSE
brown,269 cm,261 kg,blue,TRUE
black,287 cm,128 kg,brown,TRUE
calico,164 cm,129 kg,black,FALSE
white,264 cm,104 kg,green,TRUE
brown,178 cm,175 kg,brown,FALSE
grey,200 cm,77 kg,brown,FALSE
orange,264 cm,135 kg,brown,TRUE
orange,271 cm,119 kg,black,TRUE
brown,198 cm,113 kg,blue,FALSE
white,189 cm,68 kg,green,TRUE
black,176 cm,71 kg,blue,FALSE
white,253 cm,247 kg,green,TRUE
calico,170 cm,120 kg,brown,FALSE
red,246 cm,68 kg,green,TRUE
white,165 cm,120 kg,black,TRUE
orange,271 cm,96 kg,blue,TRUE
white,246 cm,225 kg,blue,TRUE
dark grey,234 cm,94 kg,black,TRUE
calico,172 cm,268 kg,blue,TRUE
orange,229 cm,82 kg,black,TRUE
black,272 cm,198 kg,black,TRUE
red,175 cm,161 kg,brown,FALSE
calico,276 cm,111 kg,green,TRUE
calico,211 cm,265 kg,black,TRUE
dark grey,214 cm,269 kg,brown,TRUE
white,290 cm,263 kg,green,TRUE
calico,297 cm,83 kg,green,TRUE
brown,205 cm,151 kg,blue,FALSE
calico,267 cm,246 kg,black,TRUE
orange,258 cm,63 kg,green,TRUE
calico,258 cm,247 kg,green,TRUE
brown,204 cm,94 kg,green,FALSE
dark grey,219 cm,153 kg,blue,FALSE
calico,216 cm,246 kg,brown,TRUE
brown,293 cm,269 kg,brown,TRUE
grey,240 cm,272 kg,green,TRUE
black,285 cm,159 kg,brown,TRUE
dark grey,279 cm,111 kg,black,TRUE
calico,247 cm,83 kg,green,TRUE
red,293 cm,127 kg,black,TRUE
grey,223 cm,191 kg,blue,TRUE
black,279 cm,192 kg,green,TRUE
dark grey,269 cm,244 kg,black,TRUE
grey,300 cm,216 kg,blue,TRUE
orange,270 cm,187 kg,black,TRUE
white,203 cm,122 kg,brown,TRUE
grey,264 cm,273 kg,brown,TRUE
orange,240 cm,241 kg,black,TRUE
white,250 cm,236 kg,brown,TRUE
dark grey,233 cm,208 kg,green,TRUE
dark grey,236 cm,189 kg,blue,TRUE
brown,260 cm,238 kg,brown,TRUE
brown,268 cm,228 kg,black,TRUE
dark grey,290 cm,207 kg,brown,TRUE
red,300 cm,162 kg,black,TRUE
white,254 cm,183 kg,brown,TRUE
calico,216 cm,68 kg,black,FALSE
brown,228 cm,275 kg,blue,TRUE
red,273 cm,205 kg,green,TRUE
brown,229 cm,273 kg,brown,TRUE
black,278 cm,169 kg,black,TRUE
dark grey,261 cm,70 kg,brown,TRUE
brown,229 cm,140 kg,brown,TRUE
white,266 cm,251 kg,black,TRUE
grey,274 cm,97 kg,blue,TRUE
grey,228 cm,180 kg,green,TRUE
red,279 cm,69 kg,green,TRUE
black,256 cm,201 kg,black,TRUE
calico,236 cm,140 kg,blue,TRUE
black,282 cm,171 kg,brown,TRUE
black,251 cm,226 kg,black,TRUE
orange,242 cm,244 kg,black,TRUE
black,256 cm,125 kg,green,TRUE
brown,233 cm,63 kg,brown,TRUE
red,209 cm,273 kg,green,TRUE
grey,261 cm,97 kg,green,TRUE
white,258 cm,73 kg,green,TRUE
white,235 cm,89 kg,blue,TRUE
dark grey,287 cm,210 kg,green,TRUE
white,293 cm,279 kg,brown,TRUE
white,207 cm,217 kg,blue,TRUE
white,223 cm,119 kg,blue,TRUE
red,274 cm,187 kg,black,TRUE
black,271 cm,190 kg,green,TRUE
white,267 cm,235 kg,brown,TRUE
white,225 cm,192 kg,green,TRUE
grey,272 cm,118 kg,brown,TRUE
orange,241 cm,147 kg,blue,TRUE
brown,232 cm,166 kg,green,TRUE
orange,262 cm,149 kg,brown,TRUE
calico,252 cm,117 kg,blue,TRUE
calico,261 cm,177 kg,green,TRUE
calico,240 cm,132 kg,blue,TRUE
brown,213 cm,252 kg,blue,TRUE
dark grey,247 cm,74 kg,brown,TRUE
white,298 cm,260 kg,black,TRUE
orange,283 cm,116 kg,black,TRUE
dark grey,201 cm,142 kg,black,FALSE
grey,252 cm,124 kg,black,TRUE
orange,274 cm,67 kg,blue,TRUE
white,220 cm,270 kg,green,TRUE
brown,297 cm,134 kg,black,TRUE
grey,207 cm,254 kg,black,TRUE
white,217 cm,172 kg,brown,TRUE
grey,205 cm,206 kg,black,FALSE
brown,228 cm,118 kg,black,TRUE
grey,234 cm,265 kg,black,TRUE
white,251 cm,179 kg,blue,TRUE
white,255 cm,198 kg,black,TRUE
black,218 cm,215 kg,black,FALSE
red,235 cm,113 kg,blue,TRUE
red,216 cm,75 kg,blue,FALSE
grey,263 cm,280 kg,green,TRUE
red,255 cm,144 kg,brown,TRUE
brown,254 cm,93 kg,brown,TRUE
grey,281 cm,128 kg,blue,TRUE
white,287 cm,108 kg,blue,TRUE
brown,300 cm,74 kg,green,TRUE
brown,222 cm,188 kg,green,TRUE
white,207 cm,154 kg,brown,TRUE
dark grey,289 cm,82 kg,green,TRUE
red,204 cm,112 kg,black,FALSE
dark grey,224 cm,127 kg,brown,TRUE
black,241 cm,227 kg,black,TRUE
dark grey,286 cm,263 kg,black,TRUE
brown,256 cm,226 kg,green,TRUE
black,296 cm,263 kg,green,TRUE
orange,216 cm,143 kg,black,FALSE
red,297 cm,162 kg,green,TRUE
black,253 cm,191 kg,blue,TRUE
grey,286 cm,230 kg,black,TRUE
grey,226 cm,203 kg,green,TRUE
brown,299 cm,227 kg,blue,TRUE
white,214 cm,221 kg,blue,TRUE
orange,227 cm,79 kg,blue,TRUE
grey,245 cm,158 kg,blue,TRUE
red,269 cm,106 kg,brown,TRUE
white,217 cm,274 kg,brown,TRUE
black,277 cm,115 kg,brown,TRUE
calico,246 cm,186 kg,black,TRUE
black,288 cm,225 kg,green,TRUE
red,300 cm,138 kg,green,TRUE
dark grey,278 cm,185 kg,black,TRUE
white,248 cm,279 kg,brown,TRUE
brown,285 cm,165 kg,black,TRUE
grey,238 cm,102 kg,blue,TRUE
dark grey,292 cm,160 kg,blue,TRUE
dark grey,238 cm,83 kg,black,TRUE
white,202 cm,264 kg,brown,TRUE
white,204 cm,193 kg,blue,TRUE
calico,252 cm,170 kg,blue,TRUE
black,240 cm,148 kg,blue,TRUE
dark grey,235 cm,61 kg,black,TRUE
calico,233 cm,208 kg,brown,TRUE
red,252 cm,273 kg,brown,TRUE
dark grey,283 cm,104 kg,brown,TRUE
brown,294 cm,201 kg,blue,TRUE
brown,216 cm,135 kg,green,FALSE
dark grey,294 cm,259 kg,blue,TRUE
black,272 cm,193 kg,black,TRUE
brown,259 cm,212 kg,green,TRUE
dark grey,232 cm,263 kg,green,TRUE
red,263 cm,124 kg,brown,TRUE
black,262 cm,62 kg,green,TRUE
red,210 cm,246 kg,brown,TRUE
red,287 cm,223 kg,blue,TRUE
red,283 cm,132 kg,green,TRUE
red,298 cm,99 kg,green,TRUE
grey,290 cm,239 kg,blue,TRUE
white,282 cm,178 kg,blue,TRUE
orange,214 cm,242 kg,brown,TRUE
orange,286 cm,103 kg,green,TRUE
grey,256 cm,156 kg,brown,TRUE
grey,273 cm,135 kg,blue,TRUE
brown,262 cm,205 kg,black,TRUE
brown,256 cm,169 kg,blue,TRUE
red,208 cm,62 kg,blue,FALSE
dark grey,214 cm,99 kg,blue,FALSE
orange,255 cm,265 kg,blue,TRUE
red,288 cm,80 kg,blue,TRUE
white,276 cm,132 kg,brown,TRUE
brown,251 cm,230 kg,green,TRUE
black,298 cm,276 kg,brown,TRUE
calico,266 cm,255 kg,brown,TRUE
orange,252 cm,88 kg,black,TRUE
orange,207 cm,166 kg,blue,FALSE
dark grey,287 cm,177 kg,black,TRUE
white,208 cm,128 kg,green,TRUE
orange,240 cm,189 kg,green,TRUE
calico,246 cm,271 kg,black,TRUE
dark grey,204 cm,88 kg,brown,FALSE
grey,211 cm,110 kg,black,FALSE
red,201 cm,233 kg,blue,FALSE
red,291 cm,263 kg,green,TRUE
white,212 cm,235 kg,blue,TRUE
brown,209 cm,241 kg,brown,TRUE
brown,238 cm,272 kg,blue,TRUE
grey,235 cm,63 kg,brown,TRUE
dark grey,231 cm,177 kg,black,TRUE
brown,240 cm,226 kg,black,TRUE
calico,274 cm,86 kg,blue,TRUE
orange,271 cm,108 kg,green,TRUE
orange,240 cm,76 kg,blue,TRUE
dark grey,200 cm,135 kg,brown,FALSE
dark grey,254 cm,184 kg,green,TRUE
dark grey,243 cm,242 kg,brown,TRUE
red,292 cm,104 kg,green,TRUE
white,227 cm,80 kg,black,TRUE
brown,264 cm,184 kg,blue,TRUE
brown,241 cm,230 kg,blue,TRUE
calico,235 cm,215 kg,black,TRUE
black,292 cm,227 kg,blue,TRUE
dark grey,227 cm,171 kg,blue,TRUE
calico,281 cm,189 kg,blue,TRUE
brown,209 cm,101 kg,blue,FALSE
dark grey,247 cm,101 kg,black,TRUE
dark grey,212 cm,136 kg,brown,FALSE
dark grey,231 cm,156 kg,blue,TRUE
white,231 cm,162 kg,black,TRUE
dark grey,224 cm,256 kg,blue,TRUE
dark grey,295 cm,90 kg,black,TRUE
grey,233 cm,135 kg,black,TRUE
brown,269 cm,77 kg,blue,TRUE
dark grey,207 cm,190 kg,black,FALSE
calico,245 cm,249 kg,brown,TRUE
white,246 cm,217 kg,black,TRUE
grey,236 cm,175 kg,green,TRUE
white,203 cm,83 kg,green,TRUE
white,269 cm,256 kg,blue,TRUE
grey,248 cm,280 kg,black,TRUE
orange,236 cm,163 kg,blue,TRUE
red,237 cm,88 kg,black,TRUE
dark grey,204 cm,102 kg,green,FALSE
white,278 cm,165 kg,blue,TRUE
brown,231 cm,198 kg,brown,TRUE
calico,298 cm,146 kg,black,TRUE
black,245 cm,120 kg,blue,TRUE
red,294 cm,211 kg,green,TRUE
red,228 cm,200 kg,green,TRUE
grey,293 cm,96 kg,black,TRUE
black,230 cm,81 kg,black,TRUE
red,227 cm,267 kg,brown,TRUE
brown,265 cm,197 kg,brown,TRUE
grey,224 cm,256 kg,brown,TRUE
red,232 cm,277 kg,black,TRUE
calico,263 cm,193 kg,blue,TRUE
white,200 cm,103 kg,black,TRUE
calico,253 cm,134 kg,brown,TRUE
calico,217 cm,253 kg,brown,TRUE
red,205 cm,211 kg,green,FALSE
calico,296 cm,183 kg,green,TRUE
black,259 cm,251 kg,blue,TRUE
brown,253 cm,142 kg,black,TRUE
brown,283 cm,139 kg,brown,TRUE
orange,298 cm,247 kg,blue,TRUE
grey,278 cm,113 kg,black,TRUE
orange,233 cm,115 kg,brown,TRUE
brown,257 cm,164 kg,blue,TRUE
brown,299 cm,134 kg,brown,TRUE
white,272 cm,250 kg,brown,TRUE
white,254 cm,134 kg,black,TRUE
grey,270 cm,105 kg,blue,TRUE
brown,254 cm,255 kg,blue,TRUE
grey,279 cm,84 kg,brown,TRUE
calico,238 cm,88 kg,black,TRUE
dark grey,255 cm,80 kg,brown,TRUE
black,289 cm,244 kg,brown,TRUE
calico,286 cm,141 kg,brown,TRUE
red,212 cm,111 kg,brown,FALSE
black,289 cm,96 kg,blue,TRUE
grey,247 cm,176 kg,green,TRUE
white,280 cm,220 kg,brown,TRUE
white,232 cm,92 kg,black,TRUE
white,259 cm,267 kg,black,TRUE
brown,252 cm,129 kg,blue,TRUE
white,257 cm,164 kg,black,TRUE
calico,217 cm,262 kg,black,TRUE
dark grey,229 cm,113 kg,black,TRUE
grey,208 cm,198 kg,brown,FALSE
dark grey,275 cm,160 kg,brown,TRUE
red,241 cm,271 kg,green,TRUE
black,225 cm,269 kg,blue,TRUE
calico,271 cm,211 kg,green,TRUE
grey,213 cm,152 kg,green,FALSE
white,274 cm,179 kg,brown,TRUE
orange,216 cm,110 kg,brown,FALSE
brown,212 cm,235 kg,green,FALSE
grey,282 cm,83 kg,brown,TRUE
red,293 cm,245 kg,blue,TRUE
black,245 cm,275 kg,green,TRUE
dark grey,223 cm,163 kg,blue,TRUE
grey,235 cm,186 kg,brown,TRUE
black,269 cm,113 kg,black,TRUE
orange,279 cm,90 kg,black,TRUE
calico,232 cm,169 kg,blue,TRUE
calico,296 cm,228 kg,brown,TRUE
orange,207 cm,107 kg,black,FALSE
calico,221 cm,252 kg,blue,TRUE
grey,218 cm,122 kg,green,FALSE
calico,240 cm,225 kg,brown,TRUE
grey,233 cm,266 kg,black,TRUE
white,244 cm,199 kg,brown,TRUE
brown,254 cm,255 kg,brown,TRUE
calico,233 cm,146 kg,brown,TRUE
grey,243 cm,190 kg,black,TRUE
grey,205 cm,175 kg,black,FALSE
red,210 cm,252 kg,brown,TRUE
red,226 cm,246 kg,blue,TRUE
calico,224 cm,84 kg,brown,TRUE
calico,281 cm,141 kg,green,TRUE
grey,259 cm,182 kg,brown,TRUE
orange,250 cm,256 kg,green,TRUE
dark grey,228 cm,126 kg,brown,TRUE
orange,278 cm,73 kg,black,TRUE
orange,275 cm,212 kg,blue,TRUE
white,218 cm,127 kg,blue,TRUE
calico,201 cm,279 kg,blue,TRUE
calico,265 cm,123 kg,black,TRUE
calico,220 cm,128 kg,blue,TRUE
dark grey,260 cm,161 kg,black,TRUE
black,295 cm,219 kg,green,TRUE
brown,214 cm,115 kg,black,FALSE
red,274 cm,161 kg,green,TRUE
calico,269 cm,132 kg,black,TRUE
black,220 cm,121 kg,blue,TRUE
red,234 cm,254 kg,black,TRUE
black,215 cm,76 kg,brown,FALSE
dark grey,237 cm,143 kg,green,TRUE
brown,229 cm,247 kg,blue,TRUE
dark grey,204 cm,102 kg,black,FALSE
grey,247 cm,198 kg,blue,TRUE
orange,258 cm,116 kg,green,TRUE
red,248 cm,172 kg,brown,TRUE
white,235 cm,208 kg,blue,TRUE
black,251 cm,180 kg,blue,TRUE
red,289 cm,244 kg,blue,TRUE
calico,207 cm,260 kg,blue,TRUE
grey,259 cm,256 kg,green,TRUE
white,239 cm,97 kg,brown,TRUE
dark grey,220 cm,123 kg,brown,TRUE
orange,257 cm,60 kg,green,TRUE
red,267 cm,145 kg,black,TRUE
calico,203 cm,179 kg,brown,FALSE
orange,247 cm,257 kg,blue,TRUE
brown,261 cm,95 kg,green,TRUE
dark grey,251 cm,190 kg,green,TRUE
white,284 cm,217 kg,brown,TRUE
orange,216 cm,135 kg,green,FALSE
orange,272 cm,150 kg,green,TRUE
dark grey,216 cm,275 kg,brown,TRUE
brown,200 cm,157 kg,green,FALSE
brown,257 cm,104 kg,brown,TRUE
red,274 cm,160 kg,black,TRUE
grey,258 cm,113 kg,blue,TRUE
orange,236 cm,95 kg,black,TRUE
black,297 cm,64 kg,brown,TRUE
brown,206 cm,192 kg,black,FALSE
calico,232 cm,67 kg,blue,TRUE
grey,291 cm,128 kg,blue,TRUE
dark grey,245 cm,129 kg,green,TRUE
red,250 cm,158 kg,green,TRUE
red,209 cm,248 kg,blue,TRUE
dark grey,245 cm,87 kg,blue,TRUE
grey,273 cm,248 kg,black,TRUE
grey,208 cm,217 kg,green,FALSE
brown,206 cm,251 kg,green,TRUE
dark grey,296 cm,69 kg,black,TRUE
brown,276 cm,80 kg,blue,TRUE
calico,274 cm,267 kg,green,TRUE
calico,235 cm,107 kg,green,TRUE
white,278 cm,239 kg,green,TRUE
dark grey,233 cm,66 kg,brown,TRUE
white,296 cm,161 kg,brown,TRUE
dark grey,218 cm,236 kg,black,FALSE
white,244 cm,240 kg,black,TRUE
black,210 cm,183 kg,brown,FALSE
grey,276 cm,103 kg,green,TRUE
calico,277 cm,173 kg,green,TRUE
orange,241 cm,226 kg,black,TRUE
orange,296 cm,96 kg,green,TRUE
grey,259 cm,200 kg,black,TRUE
dark grey,298 cm,279 kg,brown,TRUE
white,227 cm,114 kg,blue,TRUE
grey,286 cm,149 kg,blue,TRUE
orange,240 cm,166 kg,brown,TRUE
orange,269 cm,70 kg,brown,TRUE
calico,221 cm,181 kg,brown,TRUE
orange,242 cm,224 kg,black,TRUE
grey,247 cm,166 kg,black,TRUE
grey,298 cm,98 kg,black,TRUE
calico,221 cm,165 kg,brown,TRUE
brown,217 cm,62 kg,blue,FALSE
grey,280 cm,60 kg,brown,TRUE
brown,200 cm,225 kg,green,FALSE
grey,293 cm,60 kg,green,TRUE
dark grey,235 cm,226 kg,blue,TRUE
red,211 cm,151 kg,blue,FALSE
orange,203 cm,208 kg,black,FALSE
orange,285 cm,253 kg,green,TRUE
red,283 cm,68 kg,brown,TRUE
brown,240 cm,153 kg,black,TRUE
black,251 cm,208 kg,green,TRUE
